battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1852,no,1.4,no,4,yes,10,0.7,196,one,18,580,1163,3970,13,1,11,yes,no,yes,3
972,yes,1.3,no,8,no,44,0.7,82,seven,10,297,589,3925,7,6,7,no,yes,no,3
691,yes,2.7,yes,4,yes,33,0.9,108,four,8,951,962,424,5,3,15,yes,yes,yes,0
807,no,0.5,no,9,no,8,0.3,158,five,20,667,697,1284,17,13,2,no,yes,yes,0
1113,no,0.6,yes,0,no,25,0.3,145,one,10,1047,1312,277,11,2,12,yes,no,yes,0
721,yes,1.3,yes,10,no,16,0.9,125,one,18,408,1862,1713,10,3,4,no,yes,yes,1
1188,yes,1.5,yes,0,no,54,0.3,198,six,2,1150,1469,485,12,7,7,no,yes,no,0
1512,yes,0.5,no,1,no,52,0.1,131,one,14,333,952,3002,6,5,7,no,no,yes,2
805,yes,0.7,no,0,no,64,0.1,97,four,14,641,704,418,11,6,17,no,yes,yes,0
918,no,0.9,yes,1,no,8,0.1,123,seven,5,653,671,1652,17,4,14,yes,yes,no,1
1320,no,0.5,yes,7,no,48,0.2,168,five,16,103,1583,2893,8,5,9,no,no,yes,2
1236,no,0.9,yes,2,yes,57,0.1,188,one,14,517,809,1406,14,12,20,yes,no,yes,0
1387,no,0.5,no,0,yes,61,0.5,98,three,0,785,1151,629,5,3,11,yes,yes,no,0
1883,yes,2.7,yes,6,yes,30,0.5,95,two,10,531,791,3724,16,15,20,yes,yes,yes,3
839,no,2,yes,0,no,14,0.4,175,seven,3,564,1391,3835,15,8,11,yes,no,no,3
1593,yes,1,no,0,yes,52,0.7,130,,0,761,1336,1354,15,13,13,yes,yes,yes,1
1722,yes,1,no,7,no,25,0.8,88,six,19,1179,1638,2376,5,1,19,no,no,yes,3
1954,no,0.6,yes,8,no,7,0.9,126,three,9,673,690,3438,17,12,13,yes,no,no,3
1788,yes,0.5,yes,15,yes,2,0.3,150,six,20,472,1073,2655,12,2,4,yes,no,yes,2
1628,no,0.5,no,5,yes,33,0.9,101,six,8,412,643,3361,16,10,13,yes,no,no,3
1965,no,0.5,no,6,yes,4,1,84,seven,9,977,1660,3535,17,0,16,yes,yes,yes,3
833,yes,2.2,no,4,no,27,0.9,124,one,6,359,1395,2150,9,5,7,no,yes,yes,1
571,no,0.6,no,1,yes,43,0.5,141,three,8,224,783,2587,7,5,18,yes,no,no,1
1808,yes,0.5,yes,1,no,31,0.5,92,two,16,714,1208,2736,9,1,8,no,no,yes,3
1860,no,0.5,yes,2,yes,55,0.7,83,six,3,195,799,676,15,0,4,yes,no,yes,0
1368,yes,1.6,yes,4,no,9,0.1,115,seven,7,843,1145,2941,13,12,17,no,yes,no,3
1161,no,1.3,yes,0,yes,21,0.6,126,,12,308,1169,3336,6,4,14,yes,no,yes,3
1224,yes,1.6,no,9,no,33,1,157,one,18,522,563,3796,10,5,13,yes,yes,no,3
902,yes,0.6,yes,0,no,63,0.7,122,five,14,364,1360,3654,18,8,15,no,yes,yes,3
787,yes,0.5,no,15,no,11,0.6,93,one,16,806,1423,2934,8,6,14,yes,no,yes,2
854,no,0.5,no,2,no,30,0.5,125,,5,518,1152,2889,5,2,11,no,no,yes,2
1184,no,1.5,yes,1,yes,48,0.6,191,one,6,519,1577,3315,17,7,14,yes,yes,yes,3
1973,no,1.6,yes,5,yes,39,0.8,152,four,6,792,1181,1993,9,0,5,yes,no,no,2
510,no,1.7,yes,3,no,35,0.8,120,three,6,382,1228,2509,17,2,11,no,yes,yes,1
966,no,2,no,8,yes,34,0.5,118,two,10,214,1523,3534,18,17,11,yes,yes,yes,3
1438,yes,1.8,no,3,no,16,0.6,169,,7,859,867,2246,14,11,15,no,no,no,2
1986,no,0.5,no,7,no,51,0.4,95,three,9,342,774,3165,5,0,13,yes,no,no,3
1907,no,2,no,13,no,55,0.9,105,seven,15,713,1513,286,14,4,17,yes,no,yes,0
1489,no,2.4,yes,8,no,32,0.6,200,one,16,172,812,776,7,6,8,no,no,no,0
1843,yes,1.8,yes,13,yes,16,0.7,134,six,18,118,580,3213,15,14,15,yes,yes,no,3
825,yes,1.5,no,11,no,38,0.4,94,three,18,540,783,716,11,4,14,no,yes,no,0
1286,yes,2.3,no,10,yes,16,0.1,98,two,18,18,662,424,10,5,4,yes,yes,no,0
840,no,0.6,no,0,yes,63,0.8,137,seven,19,987,1081,3486,12,8,18,yes,yes,no,3
757,no,2.3,yes,5,yes,58,0.2,163,four,7,535,697,3237,19,12,9,yes,no,yes,2
814,yes,1.1,yes,2,no,41,0.8,177,two,10,1092,1406,1944,16,6,12,yes,no,no,1
1195,yes,1.1,yes,2,yes,8,0.9,80,six,6,327,1001,643,14,2,19,yes,no,no,0
767,no,0.8,no,7,yes,10,0.5,107,four,12,517,1995,2317,6,0,12,yes,yes,yes,2
1068,no,1.3,no,6,yes,52,0.1,97,,7,994,1500,1436,16,1,15,yes,no,no,1
994,yes,2.8,yes,0,no,56,0.5,173,three,3,491,530,3190,5,2,20,yes,yes,yes,2
1550,yes,2.5,no,6,no,21,0.8,133,two,11,268,832,2338,16,1,15,no,yes,no,2
1878,yes,0.5,no,9,no,29,0.6,85,,19,210,1026,1334,18,7,2,no,no,no,1
623,no,2,no,2,no,6,0.1,127,three,4,144,672,3657,17,3,19,yes,yes,no,2
1829,yes,0.5,no,0,yes,15,0.4,160,five,7,729,1267,2080,16,11,12,yes,no,yes,2
525,no,2.4,yes,11,no,35,0.8,190,seven,20,82,670,1609,16,11,3,no,no,no,0
1065,yes,0.5,no,0,yes,14,0.7,89,two,2,188,928,3078,10,1,18,yes,no,yes,2
1425,no,1.2,no,9,yes,35,0.7,127,,14,150,1897,590,13,2,6,yes,yes,yes,0
1296,no,1.4,yes,3,no,11,0.2,129,seven,4,1222,1382,2552,19,8,10,yes,yes,yes,2
642,no,2.8,no,3,no,34,0.8,197,two,15,331,1011,3355,12,5,13,no,no,no,2
1664,yes,2.9,yes,9,yes,15,0.5,177,seven,19,1178,1929,1968,12,7,9,yes,no,no,2
1498,yes,0.7,no,3,yes,8,0.1,170,seven,4,347,1076,3358,7,3,19,yes,no,no,3
981,yes,1.9,yes,0,no,2,0.1,136,three,7,75,688,1539,19,12,19,no,no,no,0
1236,yes,2.8,no,6,yes,32,0.3,143,four,18,492,1403,942,16,12,14,yes,yes,yes,0
1673,no,2.8,yes,7,no,9,0.1,187,three,10,65,734,3669,9,1,10,yes,no,yes,3
712,yes,1.6,no,6,yes,9,0.8,172,two,14,881,1234,3612,13,5,4,yes,no,no,3
569,yes,0.5,yes,10,yes,4,0.8,170,three,19,351,1159,2351,8,7,10,yes,yes,no,1
603,yes,0.7,yes,0,yes,64,0.2,156,six,0,1842,1968,604,10,4,8,yes,yes,yes,0
1332,no,0.8,yes,2,no,11,0.5,187,two,4,758,1165,1285,5,0,9,yes,yes,no,1
1413,no,0.6,no,0,yes,13,0.1,128,one,0,1323,1481,515,5,0,18,yes,yes,no,0
1064,no,2.9,yes,1,yes,34,0.2,184,six,13,1175,1569,654,16,13,6,yes,no,no,0
1444,no,0.6,no,2,no,48,0.5,82,five,17,1092,1554,2540,17,2,15,yes,yes,yes,3
1366,yes,1.7,yes,5,yes,53,0.2,161,five,9,647,1876,3869,17,5,14,yes,no,yes,3
906,no,2.1,yes,7,no,18,0.1,136,two,11,1102,1793,3412,13,8,16,yes,no,no,3
1554,no,2.7,yes,3,yes,47,0.7,185,five,12,319,1367,509,12,3,19,yes,no,no,0
1187,no,2.3,no,0,yes,21,0.2,122,six,6,215,1125,2547,10,3,5,yes,yes,no,2
1156,yes,2.7,yes,1,yes,30,0.9,173,three,16,945,1913,2735,16,15,13,yes,no,yes,2
1918,no,2.8,no,1,no,22,0.3,139,one,5,381,1203,1369,9,6,6,no,yes,yes,1
841,yes,0.5,yes,8,no,39,0.1,199,six,13,546,828,2942,11,5,16,no,yes,yes,2
730,yes,1.3,yes,6,no,6,0.9,167,seven,10,1096,1155,2812,10,1,17,no,no,no,2
878,yes,1.3,no,13,yes,31,0.5,153,four,18,575,618,3497,9,7,11,yes,yes,no,2
1059,no,0.5,yes,0,no,50,0.7,182,,1,519,1545,619,5,3,18,no,yes,yes,0
1578,no,2.9,no,8,no,3,0.9,200,one,20,342,670,3483,17,4,16,yes,no,no,3
1829,no,1.7,no,0,no,36,0.8,112,five,1,291,563,1475,11,4,7,no,no,no,1
1132,no,1,no,0,no,8,0.1,157,one,4,1091,1293,1950,11,2,6,no,yes,yes,1
1652,no,0.6,yes,4,yes,40,1,198,seven,6,352,1084,3592,7,6,6,yes,no,no,3
912,no,0.5,yes,0,no,58,0.3,107,five,1,165,1723,3573,17,3,20,yes,yes,no,3
1181,no,2.3,no,12,yes,61,0.6,116,two,16,385,831,2020,6,0,18,yes,yes,no,1
1497,yes,0.7,no,5,no,32,0.7,92,three,9,1920,1933,1329,6,1,7,yes,yes,no,2
1790,yes,2.3,yes,3,yes,49,0.5,100,three,11,396,1980,3568,6,2,18,yes,no,yes,3
1742,yes,1.6,no,3,no,49,0.8,100,one,9,1134,1469,1947,5,4,6,yes,no,yes,2
1549,yes,0.5,no,4,no,8,0.4,158,five,7,721,1514,1998,12,7,15,yes,yes,no,2
1372,yes,2.7,no,7,no,34,0.4,193,four,17,687,937,725,11,3,20,yes,no,no,0
1112,no,0.5,no,0,yes,12,0.9,190,four,6,777,1119,3302,11,0,20,yes,yes,yes,3
1005,no,0.5,no,0,no,46,0.4,133,,17,176,1556,3884,17,0,20,no,yes,yes,3
783,yes,1.7,yes,9,yes,27,0.3,150,six,11,458,1263,1185,15,4,6,yes,yes,yes,0
1698,no,2.5,no,10,yes,26,0.4,105,two,18,485,1819,1656,5,3,17,yes,no,yes,2
899,yes,2.7,no,3,yes,53,0.3,192,four,11,641,1638,2870,19,16,10,yes,no,yes,2
1062,no,1.5,no,3,no,45,0.2,151,three,4,798,1435,911,14,2,9,no,no,no,0
989,yes,2,no,4,no,17,0.2,166,three,19,256,1394,3892,18,7,19,yes,yes,no,3
1983,yes,1.2,yes,6,yes,27,0.6,125,one,11,370,1197,3897,12,10,10,yes,yes,yes,3
1800,yes,3,no,5,no,53,0.3,87,one,12,191,1108,656,14,10,18,no,no,yes,0
1254,no,1.7,no,0,yes,45,0.4,146,three,3,1571,1956,606,7,2,2,yes,yes,yes,1
868,no,1.7,no,0,no,30,0.8,83,four,0,276,1026,1653,11,7,17,yes,no,no,1
1205,no,0.5,yes,3,no,12,0.6,175,four,6,573,614,860,14,1,14,yes,no,yes,0
1284,yes,2.8,yes,0,no,10,0.9,155,two,14,160,516,2197,16,2,9,no,yes,yes,1
626,no,0.7,yes,2,yes,23,0.5,187,two,9,90,1334,3458,7,5,11,yes,no,yes,2
1763,no,2.9,yes,1,yes,53,0.2,101,four,20,138,806,2066,12,9,17,yes,yes,yes,1
694,yes,1.8,yes,15,no,36,0.4,193,four,20,983,1230,3676,12,8,5,yes,no,yes,3
1265,no,0.6,yes,4,yes,49,0.5,90,one,5,275,687,1518,16,11,8,yes,no,yes,1
816,yes,0.5,no,4,no,14,0.9,198,three,13,149,558,1018,17,10,15,yes,no,no,0
904,no,1.8,no,3,yes,35,0.4,168,three,4,42,507,1360,15,12,11,yes,no,no,0
979,no,0.5,yes,0,yes,5,0.5,164,seven,2,793,1670,3449,5,2,14,yes,no,no,3
1531,no,2,no,0,yes,60,0.4,162,six,1,625,765,2524,13,11,7,yes,no,no,2
934,no,2,yes,2,no,30,0.7,182,,15,521,1190,703,10,8,7,no,no,yes,0
1624,yes,2.6,yes,0,no,58,1,200,three,11,1530,1744,1251,13,4,18,no,yes,yes,1
874,no,1.3,no,5,no,8,0.5,185,one,20,442,1248,582,6,4,15,no,no,no,0
1027,yes,2.2,no,0,no,63,0.8,102,five,4,152,714,1732,8,5,13,no,yes,yes,1
1966,no,0.8,yes,15,yes,48,0.2,144,one,16,1242,1973,1252,6,4,19,yes,yes,yes,2
1048,yes,1.5,no,2,yes,29,1,182,one,4,29,1670,2146,11,10,2,yes,no,no,1
1496,yes,1.9,yes,13,no,38,0.1,126,four,14,501,506,1927,17,4,6,no,no,yes,1
959,yes,1.7,no,15,no,13,0.4,155,four,16,87,736,3328,10,9,10,yes,yes,yes,2
1349,yes,2.2,yes,5,no,55,0.1,105,seven,7,648,1019,2462,15,7,17,yes,no,yes,2
1689,yes,2.4,yes,0,yes,13,0.9,168,two,9,521,674,1172,12,11,17,yes,yes,yes,0
1558,yes,2.4,no,0,yes,27,0.1,146,one,1,120,1409,3598,9,2,12,yes,no,yes,3
582,no,0.5,yes,3,no,27,0.2,168,three,10,985,1420,2437,19,2,2,yes,yes,yes,2
1485,no,2.8,no,3,yes,44,0.1,138,four,14,341,774,3271,14,12,8,yes,yes,no,3
1991,yes,1.8,no,11,no,9,0.7,94,three,12,751,1377,1511,17,8,9,no,no,no,1
553,no,0.5,yes,2,yes,23,0.5,119,three,3,993,1517,2981,7,3,14,yes,no,no,2
1231,no,0.7,yes,2,no,7,0.9,113,one,7,43,1663,3119,9,4,15,yes,yes,no,3
805,no,0.8,no,1,no,34,0.6,88,six,2,1262,1538,3647,18,11,9,yes,no,yes,3
764,yes,1.2,yes,1,no,13,1,152,,2,361,511,3148,18,7,6,yes,yes,no,2
894,no,0.9,no,5,yes,54,0.2,130,three,15,104,541,2829,11,5,13,yes,no,yes,2
1589,no,2.6,no,9,no,46,0.4,84,three,16,618,940,2373,11,9,20,yes,yes,no,2
1456,no,1.6,yes,9,yes,39,0.1,80,,10,815,1666,3998,6,3,13,yes,yes,no,3
743,no,0.5,yes,0,yes,33,0.3,95,two,1,1587,1659,316,19,10,4,yes,no,no,0
1061,yes,2.1,no,3,yes,52,0.1,109,seven,4,138,1330,999,16,12,9,yes,yes,no,0
1428,yes,1.6,no,0,no,7,0.1,153,four,2,584,983,1808,12,8,13,no,yes,no,1
674,yes,2.8,yes,0,yes,8,0.2,93,three,0,750,772,589,18,6,4,yes,yes,no,0
832,no,1.1,no,0,yes,46,0.3,93,six,0,820,1366,3317,8,0,19,yes,yes,no,3
1625,yes,0.5,yes,2,yes,50,0.1,107,,17,8,1219,670,16,3,8,yes,no,no,0
907,no,1.4,yes,3,no,42,0.2,151,one,16,171,507,584,11,9,6,yes,no,no,0
1631,no,0.5,no,2,yes,13,0.5,166,two,16,960,1735,2173,12,3,8,yes,yes,no,2
1584,yes,1.3,no,6,no,41,0.6,135,four,15,160,1291,1561,10,5,17,no,no,yes,1
1382,yes,0.5,no,7,yes,13,0.3,199,two,18,612,719,2073,16,7,9,yes,no,yes,1
633,yes,1.4,no,0,yes,46,0.7,102,six,10,709,1915,1401,19,14,11,yes,yes,no,1
1444,yes,2.1,no,9,no,38,0.4,104,seven,16,624,917,3764,14,9,10,no,no,no,3
852,yes,1.6,yes,6,yes,54,0.4,147,five,7,538,730,1275,13,7,12,yes,no,yes,0
922,yes,0.7,no,0,yes,47,1,157,,14,1295,1808,1464,17,4,12,yes,no,yes,1
1745,no,1.5,yes,4,yes,57,0.1,159,three,16,1164,1908,2885,13,11,5,yes,yes,yes,3
862,no,2.3,no,9,yes,6,0.1,107,,14,829,1977,3458,9,4,9,yes,yes,yes,3
1754,yes,2.1,yes,1,yes,52,1,101,four,3,199,1452,3019,11,6,19,yes,no,yes,3
1008,no,2.5,no,3,no,36,1,109,one,14,825,1972,1083,6,4,6,no,no,no,1
1569,no,0.5,yes,3,no,33,0.2,147,one,13,519,930,3538,18,1,15,yes,no,yes,3
1596,no,2.9,yes,7,no,7,0.7,149,two,9,169,1190,2493,14,12,13,yes,yes,yes,2
1807,yes,0.5,yes,2,yes,61,0.1,134,six,6,1734,1968,3726,8,5,15,yes,no,no,3
1660,no,2.8,yes,4,no,7,0.8,184,one,6,76,1165,1531,12,0,7,no,no,no,1
1861,yes,0.9,no,4,yes,55,0.5,148,seven,8,1698,1877,601,7,5,4,yes,no,no,1
648,no,1.9,yes,4,no,8,1,91,five,19,819,1997,2991,8,7,4,no,no,yes,2
1379,no,0.5,yes,1,no,19,0.3,134,,17,387,671,3912,11,2,19,no,yes,yes,3
1910,yes,1.7,no,0,no,34,0.6,115,two,0,985,1284,309,8,4,10,no,no,yes,0
1807,no,2,yes,0,yes,13,0.5,155,,0,970,974,323,9,3,3,yes,yes,yes,0
1923,no,0.5,yes,7,no,46,0.5,191,one,10,767,1759,1489,10,9,3,yes,yes,yes,1
1345,yes,3,no,7,yes,38,0.1,162,three,11,512,1465,1322,9,2,15,yes,no,no,1
904,no,1.6,yes,5,yes,14,0.2,102,,9,56,760,1846,7,0,3,yes,no,yes,1
1239,no,1.2,yes,5,yes,52,0.9,122,two,10,590,661,417,8,0,6,yes,no,yes,0
1330,no,0.9,no,6,yes,52,0.8,84,four,12,462,1304,3269,19,6,8,yes,yes,no,3
516,yes,0.7,yes,1,no,30,0.9,138,one,12,126,698,3731,17,13,15,no,no,no,2
672,yes,0.5,yes,0,no,54,0.9,95,four,11,578,1143,667,17,8,14,no,no,no,0
892,yes,0.5,no,0,yes,47,0.4,94,one,18,655,1782,1241,12,3,9,yes,no,yes,1
1778,no,0.5,no,0,yes,23,0.5,101,six,11,1028,1445,3941,19,6,13,yes,no,no,3
1130,yes,2.5,no,4,yes,58,0.1,132,five,14,88,1261,1018,17,1,16,yes,no,no,0
1359,no,0.6,no,4,no,59,0.3,86,two,6,1692,1902,3142,19,3,17,no,yes,yes,3
1866,yes,2.5,yes,3,yes,47,0.8,89,five,9,358,1782,1444,7,4,20,yes,no,no,1
1597,no,2.3,no,11,no,34,0.4,89,one,14,64,1667,934,16,10,9,no,yes,no,0
1046,yes,2.8,yes,0,yes,58,0.2,100,,0,259,1040,3863,17,12,9,yes,yes,yes,3
1035,no,0.6,yes,2,yes,44,0.5,99,three,3,236,1960,3506,14,5,12,yes,yes,no,3
1175,yes,1.3,no,2,no,19,0.3,164,seven,9,873,1394,1944,9,4,9,yes,yes,no,1
1261,yes,0.5,yes,0,yes,11,0.2,90,four,0,858,1591,348,14,9,14,yes,no,yes,0
1068,no,0.7,yes,9,no,51,0.5,124,four,15,1405,1910,550,12,8,6,yes,yes,no,0
1713,no,3,yes,5,yes,20,0.9,104,seven,17,237,890,971,11,10,10,yes,no,no,0
1688,no,2.5,no,0,yes,21,0.2,170,seven,0,650,864,3984,17,14,8,yes,yes,yes,3
1413,yes,0.5,yes,4,yes,45,0.4,104,five,6,1949,1994,2973,17,8,15,yes,no,yes,3
559,yes,0.5,no,10,no,11,0.4,82,five,14,541,823,2019,10,4,16,yes,yes,yes,1
1483,yes,2.6,yes,13,no,19,0.6,146,seven,19,361,1552,1587,9,4,19,no,no,no,1
860,yes,1.6,yes,13,no,48,0.5,187,seven,18,335,1463,1870,17,2,18,yes,no,no,1
1090,no,1.3,yes,5,no,27,0.1,91,four,16,1638,1910,1352,5,1,11,no,yes,no,1
686,yes,0.5,no,11,no,3,0.3,91,six,15,1109,1392,570,7,6,19,no,yes,no,0
818,no,1.3,no,14,no,43,0.9,177,six,15,111,510,546,12,6,7,yes,yes,yes,0
1456,no,1.6,yes,5,no,49,0.2,193,three,20,1285,1427,3624,12,11,16,yes,yes,no,3
774,no,0.5,yes,2,yes,10,0.5,188,two,9,1480,1731,2944,8,6,2,yes,yes,yes,2
1068,no,0.5,yes,0,yes,19,0.9,197,,9,322,875,1209,19,12,12,yes,yes,no,0
1373,yes,1.9,yes,1,yes,29,0.9,141,six,12,1220,1348,2752,15,2,7,yes,yes,yes,3
1777,yes,3,no,3,no,20,0.6,188,six,5,511,616,3868,5,1,7,no,yes,yes,3
594,no,0.8,no,2,yes,28,0.1,132,five,3,1011,1263,3087,16,4,4,yes,yes,yes,2
1524,no,2.6,yes,5,no,57,0.5,124,two,12,629,635,947,11,4,16,no,yes,yes,0
511,yes,0.6,yes,12,no,50,0.1,175,three,16,140,622,1484,9,7,8,yes,no,no,0
1402,yes,0.6,yes,3,no,46,0.3,87,seven,12,1081,1767,347,17,0,12,yes,no,yes,0
965,yes,0.5,no,15,no,53,1,131,,19,297,653,3227,12,6,8,yes,no,no,2
1270,yes,2.3,no,0,no,58,0.5,104,five,1,1512,1716,3299,13,4,16,no,no,yes,3
919,no,0.5,yes,11,no,13,0.3,159,one,15,275,570,1028,8,4,17,yes,no,no,0
1963,yes,1,no,16,yes,34,0.1,157,two,17,1136,1813,714,18,2,2,yes,no,yes,1
1977,no,1.3,yes,2,no,31,0.4,173,,6,1145,1356,2641,8,2,7,no,no,no,3
1881,no,2.2,no,4,no,51,0.3,158,five,7,477,1553,1229,12,0,14,yes,no,no,1
683,no,0.7,no,5,no,19,0.9,173,four,17,954,1985,2622,16,3,5,no,no,yes,2
772,no,2.6,yes,7,no,6,0.1,100,two,10,741,1471,929,13,6,18,no,yes,yes,0
536,yes,1.4,no,0,yes,53,0.7,135,three,0,547,705,1211,15,10,7,yes,no,yes,0
1694,no,1.8,no,0,no,53,1,186,six,0,1194,1208,1653,7,5,6,yes,no,no,2
1633,no,1.7,yes,3,yes,33,0.9,111,two,19,146,906,511,9,0,7,yes,yes,no,0
1371,no,0.5,no,4,no,52,0.5,167,four,19,471,663,3034,13,6,8,no,no,no,2
551,yes,2.8,no,0,yes,54,0.1,172,seven,15,169,1916,1414,6,1,19,yes,no,yes,0
1221,no,0.5,no,1,yes,28,0.5,139,one,7,1895,1976,2438,13,11,10,yes,yes,yes,3
1000,yes,0.5,no,12,no,63,0.7,179,,18,1537,1761,3744,11,1,7,no,no,yes,3
1986,no,2.7,yes,3,yes,64,0.2,162,four,20,236,1520,1377,5,3,15,yes,yes,yes,1
1119,no,0.5,yes,0,yes,23,0.4,164,four,1,821,915,3520,7,4,7,yes,no,no,3
1699,no,0.5,yes,1,no,59,0.5,97,four,3,466,1768,3796,17,10,12,no,yes,yes,3
1099,no,0.5,no,13,yes,61,0.3,146,three,20,393,1096,1699,17,10,3,yes,yes,yes,1
1576,no,2.6,no,7,no,58,0.2,90,three,16,400,631,336,14,8,13,yes,yes,yes,0
950,yes,0.5,no,9,no,55,0.1,156,five,10,774,843,1095,14,12,13,no,yes,no,0
1081,yes,2.5,yes,13,no,49,1,99,three,17,284,519,325,9,1,6,no,no,yes,0
606,no,2.5,no,1,yes,53,0.2,146,four,2,465,1152,1223,19,12,7,yes,no,no,0
502,no,1.5,yes,7,no,37,0.2,199,two,12,705,1810,1649,6,1,14,no,yes,no,1
957,yes,0.7,no,0,yes,4,0.1,160,two,0,38,1682,1898,12,4,3,yes,yes,no,1
1658,yes,1.4,yes,0,yes,38,0.3,159,five,0,51,739,2609,12,11,19,yes,no,no,2
1681,yes,2.5,yes,6,no,18,0.3,167,one,7,850,1005,2265,5,3,20,yes,yes,yes,2
1983,yes,0.5,yes,3,no,43,1,87,six,10,349,676,2775,9,4,3,no,yes,yes,2
1753,no,1.2,no,8,yes,12,0.9,113,seven,17,387,1595,1445,17,16,12,yes,yes,yes,1
1632,yes,1.4,no,0,no,41,0.1,132,four,1,706,1623,2614,5,4,15,yes,no,no,2
1949,yes,1.4,no,7,no,57,0.3,145,seven,11,951,1178,356,5,3,19,no,no,no,0
1696,no,1.7,no,1,no,13,0.9,97,three,2,179,772,523,5,0,4,no,yes,yes,0
688,no,2.5,yes,0,no,57,0.8,131,seven,3,426,1964,3745,17,1,4,no,yes,no,3
1104,no,1.7,no,1,yes,60,0.4,199,two,13,653,1413,1229,6,0,3,yes,yes,yes,0
1122,no,2.8,no,0,no,28,0.6,184,three,4,1578,1963,1402,14,10,3,no,yes,no,1
504,yes,0.5,yes,2,yes,46,0.9,172,five,14,280,1795,2085,13,5,8,yes,no,no,1
1154,no,0.5,no,12,yes,14,0.7,156,seven,14,251,1801,587,8,3,4,yes,yes,yes,0
1727,no,2.1,no,2,yes,63,0.6,85,seven,8,1463,1992,2457,19,13,7,yes,no,yes,3
1674,no,2.8,yes,0,yes,52,0.2,89,three,7,1432,1649,2030,7,0,6,yes,no,no,2
1948,no,2.8,yes,5,yes,18,0.2,135,two,14,477,571,816,16,2,3,yes,no,no,0
1218,yes,2.8,yes,3,no,39,0.8,150,seven,14,1122,1746,1667,10,0,12,no,no,no,1
531,no,1.1,no,10,no,63,0.7,189,seven,14,145,1903,2958,17,1,19,no,yes,no,2
1057,no,2.1,no,4,no,5,0.5,154,five,13,416,1055,3705,6,4,13,yes,no,no,3
576,no,1.2,no,1,no,30,0.8,162,,5,847,893,2800,11,6,16,no,yes,yes,2
1960,yes,2.1,no,1,no,7,0.2,165,seven,9,868,877,3773,11,9,6,no,yes,yes,3
673,yes,1.7,yes,3,yes,22,0.1,88,one,5,594,1088,2050,7,2,17,yes,yes,no,1
718,no,0.7,yes,0,yes,21,0.8,88,one,7,518,830,1754,17,11,9,yes,no,yes,1
864,no,1.7,no,3,yes,35,0.3,103,three,7,663,1805,1904,12,8,13,yes,yes,yes,1
547,no,1.9,yes,1,no,37,0.4,154,five,4,371,541,2705,17,3,10,yes,yes,no,1
623,yes,0.9,no,1,yes,3,0.1,102,,7,1749,1781,3537,16,13,3,yes,no,yes,3
1793,no,0.7,yes,11,no,27,0.4,154,five,13,586,722,1370,16,3,19,yes,no,yes,1
1720,yes,0.7,yes,0,no,19,0.1,137,two,3,409,646,1222,13,2,7,no,no,no,1
812,no,0.5,yes,1,no,64,1,106,four,7,35,1309,3102,6,0,2,no,no,no,2
980,yes,0.5,no,0,yes,33,0.9,160,six,0,1008,1758,2268,7,5,4,yes,yes,no,2
643,no,1,no,9,yes,18,0.2,187,,12,442,1079,2648,7,5,18,yes,yes,yes,1
1925,no,3,yes,0,yes,16,0.8,175,,11,983,1087,2173,7,3,19,yes,yes,no,2
1408,yes,2.5,no,3,no,32,0.1,151,four,6,875,982,3162,19,18,3,yes,no,no,3
1522,yes,0.7,yes,4,no,28,0.2,124,one,5,952,1191,1368,14,5,17,yes,no,yes,1
587,yes,2.5,no,16,yes,51,0.6,111,one,17,244,1361,2746,10,4,7,yes,no,yes,2
1959,no,0.5,yes,5,no,18,0.7,191,six,20,65,1055,619,7,4,8,yes,yes,yes,0
1872,no,0.5,yes,3,no,17,0.7,89,six,6,1749,1767,724,17,3,9,yes,no,yes,1
1043,yes,0.5,no,7,no,42,0.1,111,three,8,716,1626,912,16,9,6,no,yes,no,0
1809,no,0.5,no,6,no,23,0.7,123,six,19,433,1661,2784,12,6,20,yes,yes,yes,3
1703,yes,0.5,no,5,yes,23,0.2,92,six,7,134,521,793,7,3,17,yes,yes,no,0
1095,yes,0.5,no,4,no,45,0.5,197,one,5,179,1247,560,9,1,10,yes,yes,no,0
1414,no,2.6,no,1,no,27,0.6,137,four,20,804,1564,312,5,2,8,no,no,yes,0
1659,yes,2.5,no,2,no,41,0.1,88,seven,18,787,1515,545,12,0,9,no,yes,yes,0
1540,no,0.7,yes,1,no,60,0.8,197,seven,12,704,822,1591,19,0,2,yes,no,yes,1
1342,no,1,no,0,yes,31,0.6,86,seven,1,991,1638,2746,15,5,10,yes,yes,no,3
1189,yes,2.3,no,13,no,8,0.5,198,three,14,379,932,893,9,6,13,yes,yes,no,0
518,yes,2.4,no,0,yes,62,0.6,128,six,0,489,710,2514,16,12,7,yes,yes,yes,1
1449,no,0.8,yes,3,yes,10,0.2,144,one,12,1518,1883,1032,10,0,8,yes,yes,yes,1
516,no,1.1,yes,0,yes,39,0.4,91,five,7,855,1401,819,8,0,10,yes,yes,yes,0
1569,no,0.8,yes,8,no,59,0.9,111,three,16,1261,1383,3672,15,2,15,yes,no,yes,3
1312,yes,0.8,yes,0,no,24,0.9,156,six,0,115,1791,3833,14,13,17,no,yes,no,3
